시설명,시설종류,주소,위도,경도,정원(명)
동화메디케어,재가노인복지시설,"인천광역시 부평구 주부토로 294, 101호 (갈산동)",37.52060839,126.7291262,
드림재가복지센터,재가노인복지시설,"인천광역시 부평구 부평대로 256, 302호 (갈산동)",37.51423647,126.7214519,
들꽃피는실버요양원,노인의료복지시설,인천광역시 부평구 세월천로 188 (청천동),37.51712261,126.6904309,29
라온실버케어 요양원,노인의료복지시설,"인천광역시 부평구 길주남로 158, 502호 (부개동)",37.50359797,126.7393218,78
리움재가복지센터,재가노인복지시설,"인천광역시 부평구 경원대로1256번길 18, 1층 (부평동)",37.48835347,126.7101669,
미소노인복지센터,재가노인복지시설,"인천광역시 부평구 마장로 49, 106동 202호 (십정동)",37.48305578,126.7077252,
미소드림재가복지센터,재가노인복지시설,"인천광역시 부평구 항동로 3, 다동 1층 4호 (부개동)",37.48482099,126.7359962,
미소요양원,노인의료복지시설,인천광역시 부평구 평천로142번길 27 (청천동),37.5185859,126.7063101,82
바른요양원,노인의료복지시설,"인천광역시 부평구 부평북로 408, 302호 (삼산동, 주영빌딩)",37.52230829,126.7389394,14
바오로노인복지용구,재가노인복지시설,"인천광역시 부평구 부흥로327번길 21-1, 2층 (부평동)",37.4994069,126.7282639,
밝은재가복지센터,재가노인복지시설,"인천광역시 부평구 경인로1118번길 14-7, 1층 11호 (일신동)",37.4847184,126.7432796,
밝은햇살요양원,노인의료복지시설,"인천광역시 부평구 부개로 61-14, 4층 (부개동, 대현프라자)",37.50331436,126.7389194,26
보원재가노인복지센터,재가노인복지시설,"인천광역시 부평구 부영로 196, 204호 (부평동)",37.50264921,126.7181207,
봄날인천요양원,노인의료복지시설,"인천광역시 부평구 안남로 413 (청천동,지하1층지상1,2,3,4층)",37.51970771,126.7100238,123
봄봄재가노인복지센터,재가노인복지시설,"인천광역시 부평구 길주남로 155, 4016호 (부개동)",37.50403578,126.7389751,
봄빛재가복지센터,재가노인복지시설,"인천광역시 부평구 부영로 165, 126동 309-1호 (산곡동, 우성상가)",37.50027847,126.7130494,
부평 휴(休) 실버케어센터,재가노인복지시설,"인천광역시 부평구 경원대로 1442, 4,5,6층 (부평동)",37.49079228,126.7290318,53
부평 휴(休) 요양원,노인의료복지시설,"인천광역시 부평구 경원대로 1442, 3층 (부평동)",37.49079228,126.7290318,9
부평구 구립 치매전담형 주간보호센터 행복의집,재가노인복지시설,"인천광역시 부평구 주부토로 65, 5층 (부평동)",37.50082235,126.7249941,40
부평어르신요양원,노인의료복지시설,"인천광역시 부평구 체육관로 20, 10층 (삼산동, 유림프라자)",37.50834306,126.7339487,29
부평은빛실버홈,노인의료복지시설,인천광역시 부평구 경원대로1256번길 10 (부평동),37.48844825,126.7097695,27
부평의료복지요양원,노인의료복지시설,"인천광역시 부평구 부평대로51번길 7, 9층, 10층 (부평동, 제이원부평메디피아)",37.49589003,126.722149,29
부평재가노인지원서비스센터,재가노인복지시설,"인천광역시 부평구 창휘로10번길 22, 3층 302호 (부평동)",37.48381346,126.7119296,
부평재활요양원,노인의료복지시설,인천광역시 부평구 주부토로66번길 24-4 (부평동),37.50073215,126.7266581,29
부평한아름재가센터,재가노인복지시설,"인천광역시 부평구 청중로 81, 201-2호 (청천동)",37.51765359,126.7067447,
부평행복마지요양원,노인의료복지시설,인천광역시 부평구 항동로75번길 5 (일신동),37.48216651,126.7414002,71
부흥더케어 주간보호센터,재가노인복지시설,"인천광역시 부평구 장제로 153, 1201호 (부평동)",37.49923837,126.7301893,53
부흥더케어요양원,노인의료복지시설,"인천광역시 부평구 장제로 153, 12·13층 (부평동)",37.49923837,126.7301893,27
부흥요양원,노인의료복지시설,"인천광역시 부평구 장제로 153, 1401호 (부평동)",37.49923837,126.7301893,9
사랑나눔재가복지센터,재가노인복지시설,"인천광역시 부평구 안남로 415, 405호 (청천동)",37.51996057,126.710076,
사랑드림요양원,노인의료복지시설,"인천광역시 부평구 부평북로 446, 601,702호 (삼산동, 우리빌딩)",37.5217208,126.7429992,18
사랑의 요양원,노인의료복지시설,"인천광역시 부평구 부흥로 336 (부평동, 1층, 3-7층)",37.49784108,126.7292856,160
사랑의 요양원 재가복지센터,재가노인복지시설,"인천광역시 부평구 대정로 92, 1층 (부평동)",37.49183291,126.7286071,
사랑의요양원 주야간보호센터,재가노인복지시설,"인천광역시 부평구 부흥로 336, 2층 (부평동)",37.49784108,126.7292856,57
사랑의요양원3호점,노인의료복지시설,인천광역시 부평구 대정로 92 (부평동),37.49183291,126.7286071,152
사랑채요양원,노인의료복지시설,"인천광역시 부평구 체육관로 18, 1101호 (삼산동)",37.50836669,126.7336316,27
산곡기쁨주야간어르신복지센터,재가노인복지시설,"인천광역시 부평구 안남로 181, 2~3층 (산곡동)",37.49897153,126.7080506,64
삼산이화 재가노인복지센터,재가노인복지시설,"인천광역시 부평구 영성서로 13, 1층 (삼산동)",37.51941085,126.7426872,
새봄방문요양센터,재가노인복지시설,"인천광역시 부평구 수변로64번길 8-7, 1층 102호 (부개동)",37.49192333,126.7412706,
새빛재가노인복지센터,재가노인복지시설,"인천광역시 부평구 충선로 191, 2층 2호 (부개동)",37.50640874,126.7359041,
생생요양원,노인의료복지시설,"인천광역시 부평구 장제로 361, 401호 (갈산동)",37.51794589,126.7320672,9
샤미나드의 집,노인의료복지시설,인천광역시 부평구 마장로 375 (산곡동),37.51189078,126.7029757,116
샬롬 재가노인복지센터,재가노인복지시설,"인천광역시 부평구 백범로442번길 57, 201호 (십정동)",37.47071725,126.7024772,
석양재가노인복지센터,재가노인복지시설,"인천광역시 부평구 동수로 163, 제1동호 (부개동)",37.48571986,126.7366368,
섬김요양원,노인의료복지시설,인천광역시 부평구 장제로 126 (부평동),37.49664788,126.7306063,75
소금재가복지센터,재가노인복지시설,"인천광역시 부평구 백범로488번길 20, 102호 (십정동)",37.47023752,126.6981783,
소나무요양원,노인의료복지시설,인천광역시 부평구 평천로142번길 50 (청천동),37.51769799,126.7058616,43
송암노인요양원,노인의료복지시설,인천광역시 부평구 일신로 25 (일신동),37.48304718,126.7462699,60
순수재가노인복지센터,재가노인복지시설,"인천광역시 부평구 부평북로 123, 상가동 2층 201호 (청천동, 무지개아파트)",37.52328406,126.706659,
스마일시니어 성모자애 재가방문요양센터,재가노인복지시설,"인천광역시 부평구 육동로 14, 201호 (부평동)",37.48650416,126.7249207,
신명요양원,노인의료복지시설,인천광역시 부평구 경인로 749 (십정동),37.47695509,126.7084859,70
신이랑재가복지센터,재가노인복지시설,"인천광역시 부평구 부평대로 24, 802호 (부평동)",37.49355987,126.7233081,
엄마아빠요양센터,재가노인복지시설,"인천광역시 부평구 경인로 858, 206호 (부평동, 상가동)",37.48372668,126.7155492,
연세노인전문요양원,노인의료복지시설,인천광역시 부평구 대보로12번길 17-15 (삼산동),37.5189289,126.74058,71
열우물 숲속 실버벨요양원,노인의료복지시설,인천광역시 부평구 함봉로42번길 46 (십정동),37.48380486,126.6947095,86
오셀복지요양원,노인의료복지시설,"인천광역시 부평구 마장로 75, 2,3층 (십정동)",37.48548823,126.7076946,29
온정 데이케어 주야간보호센터,재가노인복지시설,"인천광역시 부평구 세월천로 34, 213호, 404호 (청천동)",37.51326218,126.7056101,69
요셉의집,노인주거복지시설,인천광역시 부평구 장제로 372 (삼산동),37.51814412,126.7337494,9
원케어재가방문요양센터,재가노인복지시설,"인천광역시 부평구 장제로222번길 17, 1층 103호 (부개동)",37.50533303,126.7322125,
유케어통합돌봄센터,재가노인복지시설,인천광역시 부평구 영성중로 33 (삼산동),37.51935393,126.744962,
은빛요양원,노인의료복지시설,"인천광역시 부평구 화랑로 14, 501, 601호 (산곡동)",37.48731583,126.7059105,29
은성재가복지센터,재가노인복지시설,"인천광역시 부평구 안남로 260, 1204호 (산곡동)",37.50525989,126.7121044,
은혜공동생활가정,노인의료복지시설,인천광역시 부평구 마장로 175 (산곡동),37.49380367,126.7034805,9
은혜재가복지센터,재가노인복지시설,"인천광역시 부평구 부흥로293번길 30, 302호 (부평동)",37.4999636,126.7247373,
인천광역시 사회서비스원 인복드림종합재가센터 부평센터,재가노인복지시설,"인천광역시 부평구 마장로410번길 6, 3층 (청천동)",37.51452889,126.7044458,
인천이화재가노인복지센터,재가노인복지시설,"인천광역시 부평구 장제로 153, 1108호 (부평동)",37.49923837,126.7301893,
인천프라임요양원,노인의료복지시설,인천광역시 부평구 영성중로 31 (삼산동),37.51908294,126.7448986,80
자경요양원,노인의료복지시설,"인천광역시 부평구 체육관로 30, 1001호 (삼산동, 이리옴프라자1)",37.50830733,126.7348202,20
정다운노인요양센터,재가노인복지시설,"인천광역시 부평구 굴포로7번길 31, 2층 (갈산동)",37.51332435,126.7229266,47
정담요양원,노인의료복지시설,"인천광역시 부평구 부흥로294번길 4, 7층 (부평동)",37.49822869,126.7242805,27
정드림요양원,노인의료복지시설,"인천광역시 부평구 부흥로 412, 3-5층 (부개동)",37.49739845,126.7375938,28
조은요양원,노인의료복지시설,"인천광역시 부평구 부평북로 399, 4~5층 (삼산동)",37.5227218,126.7380048,58
주식회사 위코리아,재가노인복지시설,"인천광역시 부평구 원적로471번길 26-6, 1층 (부평동)",37.50426708,126.7194164,
즐거운요양원,노인의료복지시설,"인천광역시 부평구 체육관로 34, 5,10층 501-1,1003호 (삼산동, 이리옴프라자2차)",37.50827831,126.7354767,29
지평재가방문요양센터,재가노인복지시설,"인천광역시 부평구 체육관로 14, 1001호 (삼산동)",37.50837889,126.7330885,
지평재활요양원,노인의료복지시설,"인천광역시 부평구 체육관로 14, 1001호 (삼산동)",37.50837889,126.7330885,48
참빛요양원,노인의료복지시설,"인천광역시 부평구 주부토로 261, 304호 (갈산동, 신협빌딩)",37.51837584,126.7267998,15
참사랑노인복지센터,재가노인복지시설,"인천광역시 부평구 세월천로 41, 2층 (청천동)",37.51258489,126.7046491,56
참삶요양원,노인의료복지시설,"인천광역시 부평구 장제로 170, 5층 501호 (부평동)",37.50048239,126.7310843,14
충선로재가복지센터,재가노인복지시설,"인천광역시 부평구 충선로 71, 2층 (부개동)",37.49564523,126.7354181,
팔복요양원,노인의료복지시설,"인천광역시 부평구 경인로999번길 1, 2~3층 (부평동)",37.48749432,126.7306932,22
평화돌봄주야간보호센터,재가노인복지시설,"인천광역시 부평구 경인로1104번길 15, 2층 (일신동)",37.48485965,126.7421578,35
플러스에이새희망재가노인복지센터,재가노인복지시설,"인천광역시 부평구 수변로9번길 61, 301호 (부개동)",37.48766919,126.7360839,
하나실버케어,노인의료복지시설,"인천광역시 부평구 길주로 639 (삼산동, 현대아이프라자 6,7,9층)",37.50725753,126.7335485,95
하선노인전문요양원,노인의료복지시설,"인천광역시 부평구 세월천로 34, 401호 (청천동, 대우프라자)",37.51326218,126.7056101,47
하이노인주간보호센터,재가노인복지시설,"인천광역시 부평구 원적로 469, 4층 (부평동, 성훈빌딩)",37.50366516,126.718748,61
한사랑요양원1호,노인의료복지시설,"인천광역시 부평구 동수천로 132, 6층 (부개동, 부개빌딩)",37.49716085,126.7372812,9
한사랑주야간보호센터,재가노인복지시설,"인천광역시 부평구 동수천로 132, 6층 (부개동)",37.49716085,126.7372812,6
행복나무재가노인복지센터,재가노인복지시설,"인천광역시 부평구 부평북로 313, 202호 (갈산동)",37.5230742,126.7288469,
행복노인전문요양원,노인의료복지시설,"인천광역시 부평구 화랑로 14 (산곡동,3층,4층)",37.48731583,126.7059105,29
행복플러스재가복지센터,재가노인복지시설,"인천광역시 부평구 부흥로375번길 3, 4층 (부평동)",37.49812249,126.73368,
행복한요양원,노인의료복지시설,"인천광역시 부평구 여우재로26번길 39-1, 1~4층 (십정동)",37.48266683,126.6920156,43
현대요양원,노인의료복지시설,"인천광역시 부평구 경원대로 1286 (부평동, 메디아나센타 7층)",37.49042616,126.7118501,48
협성양로원,노인주거복지시설,인천광역시 부평구 화랑로 70 (산곡동),37.4894414,126.7033636,50
협성요양원,노인의료복지시설,인천광역시 부평구 화랑로 70 (산곡동),37.4894414,126.7033636,45
호별노인복지케어센터,재가노인복지시설,인천광역시 부평구 주부토로 92 (부평동),37.50312845,126.7257806,24
홈스재가복지센터,재가노인복지시설,"인천광역시 부평구 부흥로123번길 34, 5층 502호 (산곡동)",37.50008077,126.7056679,
효담요양복지센터,재가노인복지시설,"인천광역시 부평구 부평대로 24, 1307호 (부평동)",37.49355987,126.7233081,
효도마을요양원,노인의료복지시설,"인천광역시 부평구 충선로209번길 21, 601호 (삼산동)",37.50790497,126.7351098,21
효드림노인복지센터,재가노인복지시설,"인천광역시 부평구 마장로 338, 3층 (산곡동, 남양빌딩)",37.50808871,126.7038219,64
효사랑요양원 1,노인의료복지시설,"인천광역시 부평구 충선로203번길 16, 8층 (삼산동)",37.50755665,126.7353984,9
효사랑요양원 2,노인의료복지시설,"인천광역시 부평구 충선로203번길 16, 8층 (삼산동)",37.50755665,126.7353984,9
부평구노인복지관,노인여가복지시설,인천광역시 부평구 굴포로 114,37.511136,126.733731,
산곡노인문화센터,노인여가복지시설,인천광역시 부평구 안남로 253번길 34,37.506123,126.70702,
부평남부노인문화센터,노인여가복지시설,인천광역시 부평구 동수로 68,37.484873,126.726667,
대한노인회부평구지회부설 노인대학,노인여가복지시설,인천광역시 부평구 굴포로 114,37.511136,126.733731,
부광노인대학,노인여가복지시설,인천광역시 부평구 부평대로 63번길 5,37.496896,126.721981,
선일노인대학,노인여가복지시설,인천광역시 부평구 세월천로 25번길 44,37.510783,126.706136,
행복한 실버대학,노인여가복지시설,인천광역시 부평구 송내대로373번길 28,37.51651,126.758759,
산곡소망소인대학,노인여가복지시설,인천광역시 부평구 부영로189번길 12,37.503022,126.715429,
부평1동분회경로당,노인여가복지시설,인천광역시 부평구 경원대로1367번길 48,인천광역시 ,,
부원경로당,노인여가복지시설,인천광역시 부평구 원적로488번길 20,,,
동아1단지경로당,노인여가복지시설,인천광역시 부평구 부평문화로 37,,,
욱일아파트경로당,노인여가복지시설,인천광역시 부평구 부흥로243번길 39,,,
대림아파트경로당,노인여가복지시설,인천광역시 부평구 부영로 196,,,
동아2단지경로당,노인여가복지시설,인천광역시 부평구 부흥로 246,,,
한국아파트경로당,노인여가복지시설,인천광역시 부평구 부영로166번길 12,,,
대우아파트경로당,노인여가복지시설,인천광역시 부평구 부흥로243번길 7,,,
두산위브아파트경로당,노인여가복지시설,인천광역시 부평구 경원대로1344번길 8,,,
창보아파트경로당,노인여가복지시설,인천광역시 부평구 부영로166번길 16,,,
부평2동분회경로당,노인여가복지시설,인천광역시 부평구 부영로25번길 7,,,
희망천경로당,노인여가복지시설,인천광역시 부평구 경인로834번길 8,,,
신성미소지움경로당,노인여가복지시설,인천광역시 부평구 경인로 858,,,
중앙하이츠프리미어부평아파트경로당,노인여가복지시설,인천광역시 부평구 안남로15번길 24,,,
신촌경로당,노인여가복지시설,인천광역시 부평구 경원대로1256번길 3,,,
창휘경로당,노인여가복지시설,인천광역시 부평구 동수북로50번길 49,,,
장수경로당,노인여가복지시설,인천광역시 부평구 백운로 14,,,
대주파크빌 경로당,노인여가복지시설,인천광역시 부평구 마장로 49번길,,,
힐스테이트부평경로당,노인여가복지시설,인천광역시 부평구 경원대로 1192,,,
중앙경로당,노인여가복지시설,인천광역시 부평구 주부토로 28-1,,,
신대리경로당,노인여가복지시설,인천광역시 부평구 주부토로90번길 45,,,
해바라기마을경로당,노인여가복지시설,인천광역시 부평구 부흥북로57번길 20,,,
건영캐스빌경로당,노인여가복지시설,인천광역시 부평구 부흥로304번길 17,,,
래미안부평경로당,노인여가복지시설,인천광역시 부평구 부평구 길주남로10번길 21,,,
부평5동분회경로당,노인여가복지시설,인천광역시 부평구 부평문화로129번길 18-1 ,,,
신복경로당,노인여가복지시설,인천광역시 부평구 길주남로90번길 18,,,
중부동경로당,노인여가복지시설,인천광역시 부평구 부흥북로 102 ,,,
부평6동분회경로당,노인여가복지시설,인천광역시 부평구 육동로8번길 18,,,
동수경로당,노인여가복지시설,인천광역시 부평구 장제로28번길 36-3,,,
남부경로당,노인여가복지시설,인천광역시 부평구 동수북로166번길 20,,,
부평LH1단지경로당,노인여가복지시설,인천광역시 부평구 동수로120번길 57,,,
부평역화성파크드림경로당,노인여가복지시설,인천광역시 부평구 동수로80(103동 2층),,,
삼보아파트경로당,노인여가복지시설,인천광역시 부평구 원적로 288,,,
동원아파트경로당,노인여가복지시설,인천광역시 부평구 길주로326번길 45,,,
재원아파트경로당,노인여가복지시설,인천광역시 부평구 원적로 276,,,
현대1차아파트경로당,노인여가복지시설,인천광역시 부평구 원적로269번길 15,,,
현대2차아파트경로당,노인여가복지시설,인천광역시 부평구 원적로269번길 55-5,,,
행복경로당,노인여가복지시설,인천광역시 부평구 마장로367번길 3,,,
부평샬레아넬리스아파트경로당,노인여가복지시설,인천광역시 부평구 원적로238(104동/1층),,,
부평신일해피트리더루츠경로당,노인여가복지시설,인천광역시 부평구 산곡로 31(101동/1층),,,
쌍용더플래티넘부평아파트경로당,노인여가복지시설,인천광역시 부평구 원적로287번길 25,,,
산곡2동분회경로당,노인여가복지시설,인천광역시 부평구 마장로324번길 37,,,
한양2단지경로당,노인여가복지시설,인천광역시 부평구 마장로 287,,,
천마경로당,노인여가복지시설,인천광역시 부평구 마장로252번길 29,,,
무지개아파트경로당,노인여가복지시설,인천광역시 부평구 마장로264번길 14,,,
뉴서울1차경로당,노인여가복지시설,인천광역시 부평구 마장로264번길 33,,,
뉴서울2차경로당,노인여가복지시설,인천광역시 부평구 부흥로123번길 36,,,
한양7차경로당,노인여가복지시설,인천광역시 부평구 안남로 231,,,
한양8차경로당,노인여가복지시설,인천광역시 부평구 마장로272번길 20,,,
경남3차경로당,노인여가복지시설,인천광역시 부평구 마장로272번길 76,,,
한화1차경로당,노인여가복지시설,인천광역시 부평구 원적로 361,,,
한화2차경로당,노인여가복지시설,인천광역시 부평구 원적로 361,,,
한신휴아파트경로당,노인여가복지시설,인천광역시 부평구 마장로220번길 13,,,
금호이수마운트밸리경로당,노인여가복지시설,인천광역시 부평구 원적로 344,,,
산곡푸르지오아파트경로당,노인여가복지시설,인천광역시 부평구 안남로 269,,,
산곡3동분회경로당,노인여가복지시설,인천광역시 부평구 화랑북로 36-8,,,
한마음경로당,노인여가복지시설,인천광역시 부평구 화랑로105번길 33,,,
현대1주구경로당,노인여가복지시설,인천광역시 부평구 경원대로 1269,,,
현대2주구경로당,노인여가복지시설,인천광역시 부평구 안남로 91,,,
현대3주구경로당,노인여가복지시설,인천광역시 부평구 마장로 121,,,
우성4차경로당,노인여가복지시설,인천광역시 부평구 안남로123번길 46,,,
부평14차 현대아파트경로당,노인여가복지시설,인천광역시 부평구 마장로144번길 87,,,
경남1차경로당,노인여가복지시설,인천광역시 부평구 안남로222번길 27,,,
경남2차경로당,노인여가복지시설,인천광역시 부평구 안남로222번길 30,,,
경남4차경로당,노인여가복지시설,인천광역시 부평구 안남로206번길 18,,,
우성아파트경로당,노인여가복지시설,인천광역시 부평구 부영로 165,,,
현대5차아파트경로당,노인여가복지시설,인천광역시 부평구 안남로 260,,,
한신1차경로당,노인여가복지시설,인천광역시 부평구 원적로416번길 20,,,
한신2차경로당,노인여가복지시설,인천광역시 부평구 원적로416번길 38,,,
부곡경로당,노인여가복지시설,인천광역시 부평구 원적로421번길 9-4,,,
인향아파트경로당,노인여가복지시설,인천광역시 부평구 청안로 8,,,
청천1동분회경로당,노인여가복지시설,인천광역시 부평구 산청로 129,,,
청천2동분회경로당,노인여가복지시설,인천광역시 부평구 마장로460번길 11,,,
광명아파트경로당,노인여가복지시설,인천광역시 부평구 평천로153번길 13,,,
쌍용아파트경로당,노인여가복지시설,인천광역시 부평구 길주로494번길 12,,,
대진아파트경로당,노인여가복지시설,인천광역시 부평구 원길로 12,,,
미도7차아파트경로당,노인여가복지시설,인천광역시 부평구 원길로24번길 5,,,
무지개아파트경로당,노인여가복지시설,인천광역시 부평구 부평북로 123,,,
삼익아파트경로당,노인여가복지시설,인천광역시 부평구 부평대로167번길 43,,,
금호아파트경로당,노인여가복지시설,인천광역시 부평구 안남로 272,,,
대우아파트경로당,노인여가복지시설,인천광역시 부평구 세월천로 16,,,
마장경로당,노인여가복지시설,인천광역시 부평구 부평대로165번길 100,,,
우림아파트경로당,노인여가복지시설,인천광역시 부평구 세월천로25번길 43,,,
소담경로당,노인여가복지시설,인천광역시 부평구 마장로384번길 30-19 ,,,
청천우민늘푸른아파트경로당,노인여가복지시설,인천광역시 부평구 평천로141번길 11,,,
미도6차아파트경로당,노인여가복지시설,인천광역시 부평구 길주로494번길 50 ,,,
갈산1동분회경로당,노인여가복지시설,인천광역시 부평구 주부토로302,,,
갈월경로당,노인여가복지시설,인천광역시 부평구 부평대로276번길 21 ,,,
장미경로당,노인여가복지시설,인천광역시 부평구 굴포로5번길 42,,,
태화아파트경로당,노인여가복지시설,인천광역시 부평구 부평북로 313,,,
한국아파트경로당,노인여가복지시설,인천광역시 부평구 부평대로278번길 42,,,
갈산이안아파트경로당,노인여가복지시설,인천광역시 부평구 평천로305번길 15,,,
대성유니드아파트경로당,노인여가복지시설,인천광역시 부평구 새갈로 57,,,
대갈경로당,노인여가복지시설,인천광역시 부평구 장제로249번길 9-6,,,
주공1단지경로당,노인여가복지시설,인천광역시 부평구 굴포로 81,,,
주공2단지경로당,노인여가복지시설,인천광역시 부평구 주부토로 206,,,
태화아파트경로당,노인여가복지시설,인천광역시 부평구 갈월서로 46,,,
아주아파트경로당,노인여가복지시설,인천광역시 부평구 갈월서로 26,,,
두산아파트경로당,노인여가복지시설,인천광역시 부평구 갈월동로 45,,,
하나아파트경로당,노인여가복지시설,인천광역시 부평구 갈월서로 45,,,
동남아파트경로당,노인여가복지시설,인천광역시 부평구 갈월서로 27,,,
대동1차경로당,노인여가복지시설,인천광역시 부평구 주부토로 193,,,
대동2차경로당,노인여가복지시설,인천광역시 부평구 주부토로 201,,,
동아아파트경로당,노인여가복지시설,인천광역시 부평구 갈월동로 42,,,
팬더아파트경로당,노인여가복지시설,인천광역시 부평구 갈월동로 34,,,
삼산주공아파트경로당,노인여가복지시설,인천광역시 부평구 평천로 447,,,
삼산2구경로당,노인여가복지시설,인천광역시 부평구 영성서로7번길 3,,,
삼보아파트경로당,노인여가복지시설,인천광역시 부평구 후정동로47번길 4,,,
태산아파트경로당,노인여가복지시설,인천광역시 부평구 후정동로 50,,,
한국아파트경로당,노인여가복지시설,인천광역시 부평구 평천로 395,,,
광명12차경로당,노인여가복지시설,인천광역시 부평구 후정동로 63,,,
광명13차경로당,노인여가복지시설,인천광역시 부평구 후정동로 68,,,
현대아파트경로당,노인여가복지시설,인천광역시 부평구 부평북로 407,,,
미래타운1단지경로당,노인여가복지시설,인천광역시 부평구 부평북로 431,,,
미래타운2단지경로당,노인여가복지시설,인천광역시 부평구 부평북로 432,,,
미래타운3단지경로당,노인여가복지시설,인천광역시 부평구 부평북로 463,,,
미래타운4단지경로당,노인여가복지시설,인천광역시 부평구 영성중로 57,,,
미래타운5단지경로당,노인여가복지시설,인천광역시 부평구 영성중로 16,,,
