시설명,시설종류,주소,위도,경도,정원(명)
영광요양원,노인의료복지시설,"인천광역시 계양구 봉오대로677번길 29, 3층 (작전동)",,,7
효도마을주야간보호센터,재가노인복지시설,"인천광역시 계양구 봉오대로 729, 301,401호 (작전동)",,,0
동그라미복지센터,재가노인복지시설,"인천광역시 계양구 계산천서로 23-1, 2층 (계산동)",,,0
딱좋아재가복지센터,재가노인복지시설,"인천광역시 계양구 장제로997번길 9-1, 204호 (박촌동)",,,0
봄날재가복지센터,재가노인복지시설,"인천광역시 계양구 계양문화로 96, 401호 (용종동, 강북프라자)",,,0
사랑뜰방문요양센터,재가노인복지시설,"인천광역시 계양구 경명대로1045번길 2, 3층 (계산동)",,,0
새한림복지센터,재가노인복지시설,"인천광역시 계양구 장제로 718, 402호 (작전동)",,,0
참사랑요양센터,재가노인복지시설,"인천광역시 계양구 주부토로496번길 31, 3층 (계산동)",,,0
참소망재가복지센터,재가노인복지시설,"인천광역시 계양구 장제로863번길 15, 502호 (임학동, 시티오피스텔)",,,0
가나안주야간보호센터,재가노인복지시설,"인천광역시 계양구 효서로 230, 201,303~4호 (작전동)",,,0
인천신노인주간보호센터,재가노인복지시설,"인천광역시 계양구 안남로 548, 206,207호 (효성동, 효성프라자)",,,0
사랑마을주·야간보호센터,재가노인복지시설,"인천광역시 계양구 주부토로 541, 3,5층 301,502호 (계산동)",,,0
수연주야간보호센터,재가노인복지시설,"인천광역시 계양구 효서로 380, 201, 212호 (작전동)",,,0
계양예닮노인복지센터,재가노인복지시설,"인천광역시 계양구 계양대로 214, 6층 607,608호 (계산동, 에이스타운)",,,0
계양구립 치매전담형 주간보호센터,재가노인복지시설,"인천광역시 계양구 장기서로 8, 4층 (장기동, 장기보건지소)",,,0
무지개주간보호센터,재가노인복지시설,"인천광역시 계양구 오조산공원로 22, 504호 (용종동, 계양프라자)",,,0
효성비전 노인복지센터,재가노인복지시설,"인천광역시 계양구 아나지로 75, 3층 306호 (효성동, 효성다섬프라자)",,,0
마음의고향'법인주간보호센터,재가노인복지시설,"인천광역시 계양구 계양대로 101, 3층 301호 (작전동, 삼성프라자)",,,0
미라재가복지센터,재가노인복지시설,"인천광역시 계양구 아나지로 311, 동보아파트상가동 1층 115호 (작전동)",,,0
은휼재가복지센터,재가노인복지시설,"인천광역시 계양구 장제로946번길 15, 1층 101호 (병방동)",,,0
정원노인복지센터,재가노인복지시설,"인천광역시 계양구 오조산로 41, 1014호 (계산동, 대우마이빌)",,,0
보담노인재활주간보호센터,재가노인복지시설,"인천광역시 계양구 안남로 548, 411호 (효성동, 효성프라자)",,,0
삼성데이케어센터,재가노인복지시설,"인천광역시 계양구 효서로 362, 4층 (작전동)",,,0
美주야간보호센터,재가노인복지시설,"인천광역시 계양구 장제로 672, 5층 (작전동, 광명프라자)",,,0
효마당복지센터,재가노인복지시설,인천광역시 계양구 계산천동로7번길 10 (계산동),,,0
즐거운노인주간보호센터,재가노인복지시설,"인천광역시 계양구 주부토로 399, 102,201호 (작전동)",,,0
인천사랑재가노인복지센터,재가노인복지시설,"인천광역시 계양구 주부토로 473, 2층 (계산동)",,,0
연세노인복지센터,재가노인복지시설,인천광역시 계양구 새벌로 84 (효성동),,,0
장수재가노인복지센터,재가노인복지시설,"인천광역시 계양구 주부토로 465, 5층 (작전동)",,,0
행운재가복지센터,재가노인복지시설,"인천광역시 계양구 장제로863번길 15, 312호 (임학동)",,,0
실버세상재가센터,재가노인복지시설,"인천광역시 계양구 안산로 50, 2층 201호 (임학동)",,,0
효성재가노인복지센터,재가노인복지시설,"인천광역시 계양구 안남로519번길 15, 가동 101호 (효성동)",,,0
어르신이행복한세상(계양),재가노인복지시설,"인천광역시 계양구 경명대로 1037, 202호 (계산동, 신도빌딩)",,,0
행복한방문요양센터,재가노인복지시설,"인천광역시 계양구 주부토로 467, 504호 (작전동)",,,0
관음연꽃마을복지센터,재가노인복지시설,"인천광역시 계양구 경명대로 1074, 4층 403, 406호 (계산동)",,,0
다사랑방문요양센터,재가노인복지시설,"인천광역시 계양구 계양대로139번길 5-2, 1층 102호 (작전동)",,,0
(주)대교뉴이프 방문요양센터 인천계양센터,재가노인복지시설,"인천광역시 계양구 경명대로 1023, 1층 (계산동)",,,0
다비다재가복지센터,재가노인복지시설,"인천광역시 계양구 장제로 1285, 4층 401호 (장기동)",,,0
안나재가복지센터,재가노인복지시설,"인천광역시 계양구 장제로946번길 23, 1층 102호 (병방동)",,,0
가인노인복지센터,재가노인복지시설,"인천광역시 계양구 경명대로1029번길 20, 101호 (계산동)",,,0
꽃피는재가복지센터,재가노인복지시설,"인천광역시 계양구 계양대로 111, A동 201-2호 (작전동, 평강상가)",,,0
시온재가노인복지센터,재가노인복지시설,"인천광역시 계양구 경명대로 1115, 602호 (계산동, 인평프라자)",,,0
영보재가요양보호센터,재가노인복지시설,"인천광역시 계양구 계양문화로59번길 13, 1007호 (계산동, 월드텔)",,,0
사랑과섬김재가복지센터,재가노인복지시설,"인천광역시 계양구 계산새로 23, 201호 (계산동)",,,0
믿음노인복지센터,재가노인복지시설,"인천광역시 계양구 계양대로 188, 205 (계산동, 대덕노바체)",,,0
건행재가복지센터,재가노인복지시설,"인천광역시 계양구 주부토로 467, 202-1호 (작전동)",,,0
무지개재가복지센터,재가노인복지시설,"인천광역시 계양구 하느재로6번길 10, 101호 (계산동)",,,0
사랑e음 재가복지센터,재가노인복지시설,"인천광역시 계양구 효서로 116, 201호 (효성동)",,,0
서정방문요양센터,재가노인복지시설,"인천광역시 계양구 향교로 3, 210호 (계산동)",,,0
구립계산노인복지센터,재가노인복지시설,인천광역시 계양구 경명대로 980 (계산동),,,0
미소천사재가노인복지센터,재가노인복지시설,"인천광역시 계양구 계산천서로 13, 1층 (계산동)",,,0
조은방문요양센터,재가노인복지시설,"인천광역시 계양구 안산로 53, 203호 (임학동)",,,0
그리심재가복지센터,재가노인복지시설,"인천광역시 계양구 경명대로 1111, 4층 (계산동)",,,0
계양성신주간보호센터,재가노인복지시설,"인천광역시 계양구 장제로 789, 5층 (계산동)",,,0
한결데이케어,재가노인복지시설,"인천광역시 계양구 장제로927번길 4, 1층 (방축동, 병방프라자)",,,0
계양엘림재가복지센터,재가노인복지시설,"인천광역시 계양구 병방시장로 38-1, 201호 (임학동)",,,0
다드림재가복지센터,재가노인복지시설,인천광역시 계양구 임학서로24번길 5-2 (임학동),,,0
위진방문요양센터,재가노인복지시설,"인천광역시 계양구 봉오대로691번길 4, 상가동 201~2호 (작전동, 코오롱아파트)",,,0
(주)에이스효성복지센터,재가노인복지시설,"인천광역시 계양구 봉오대로518번길 15, 2층 (효성동)",,,0
바라던재가복지센터,재가노인복지시설,"인천광역시 계양구 효서로363번길 4-1, 3층 (작전동)",,,0
벧엘노인복지센터,재가노인복지시설,"인천광역시 계양구 경명대로 1071, 502호 (계산동, 계산빌딩)",,,0
에셀나무재가노인복지센터,재가노인복지시설,"인천광역시 계양구 계산로108번길 10-1, 1층 (계산동)",,,0
연재가복지센터,재가노인복지시설,"인천광역시 계양구 작전시장로 6, 307호 (작전동)",,,0
사랑복지센터,재가노인복지시설,"인천광역시 계양구 주부토로425번길 14, 2층 201호 (작전동)",,,0
가득방문요양센터,재가노인복지시설,"인천광역시 계양구 아나지로 75, 502호 (효성동, 효성 다섬프라자)",,,0
선노인복지센터,재가노인복지시설,"인천광역시 계양구 주부토로 478, 3층 (계산동)",,,0
두리재가복지센터,재가노인복지시설,"인천광역시 계양구 임학동로 60, 2층 (임학동)",,,0
양지재가복지센터,재가노인복지시설,"인천광역시 계양구 경명대로1142번길 1, 201호 (계산동, 주공상가)",,,0
수정노인복지센터,재가노인복지시설,"인천광역시 계양구 봉오대로774번길 21, 2층 (작전동)",,,0
푸른성통합재가센터,재가노인복지시설,"인천광역시 계양구 안남로 480, 지하층 (효성동)",,,0
태성케어,재가노인복지시설,인천광역시 계양구 양지로 142 (귤현동),,,0
아가페노인재가복지센터,재가노인복지시설,"인천광역시 계양구 장제로997번길 1, 301호 (박촌동)",,,0
㈜웰더스 스마트케어,재가노인복지시설,"인천광역시 계양구 벌말로 539, 1층 (상야동)",,,0
마마재가복지센터,재가노인복지시설,"인천광역시 계양구 박촌로54번길 4, 302호 (박촌동)",,,0
효누리요양센터,재가노인복지시설,"인천광역시 계양구 주부토로448번길 13-10, 3층 (작전동)",,,0
열린재가복지센터,재가노인복지시설,"인천광역시 계양구 봉오대로520번길 6-1, 나동 102호 (효성동)",,,0
딱좋아의료기,재가노인복지시설,"인천광역시 계양구 경명대로 1115, 5층 509호 (계산동, 인평프라자)",,,0
주안노인복지센터,재가노인복지시설,"인천광역시 계양구 주부토로 468, 2층 (작전동, 삼천리아파트 상가)",,,0
예인의료기,재가노인복지시설,"인천광역시 계양구 향교로 11, 1층 (계산동)",,,0
하나로노인요양센터,재가노인복지시설,"인천광역시 계양구 안남로 470, 301호 (효성동)",,,0
더조은의료기,재가노인복지시설,"인천광역시 계양구 계산로 18-2, 2층 (계산동)",,,0
동보방문요양센터,재가노인복지시설,"인천광역시 계양구 아나지로 311, 401호 (작전동)",,,0
계양푸른빛재가노인지원서비스센터,재가노인복지시설,"인천광역시 계양구 경명대로 1138, 302호 (계산동)",,,0
다사랑재가노인지원서비스센터,재가노인복지시설,"인천광역시 계양구 경명대로1077, 5층(계산동)",,,0
계양재가노인지원서비스센터,재가노인복지시설,인천광역시 계양구 아나지로 517(서운동),,,0
효성1동경로당 ,노인여가복지시설,인천광역시 계양구 봉오대로538번길 7,,,
효성1동이촌경로당,노인여가복지시설,인천광역시 계양구 봉오대로531번길 27,,,
뉴서울1차,노인여가복지시설,인천광역시 계양구 안남로573번길 16,,,
뉴서울2차,노인여가복지시설,인천광역시 계양구 안남로 560,,,
대림,노인여가복지시설,인천광역시 계양구 안남로 583,,,
동아,노인여가복지시설,인천광역시 계양구 새벌로 159,,,
두산,노인여가복지시설,인천광역시 계양구 안남로573번길 18,,,
신한,노인여가복지시설,인천광역시 계양구 봉오대로555번길 5,,,
중앙,노인여가복지시설,인천광역시 계양구 봉오대로628번길 8,,,
중앙하이츠,노인여가복지시설,인천광역시 계양구 안남로572번길 17,,,
현대1차,노인여가복지시설,인천광역시 계양구 길마로 70,,,
현대2차,노인여가복지시설,인천광역시 계양구 길마로 83,,,
현대3차,노인여가복지시설,인천광역시 계양구 새벌로133번길 4,,,
백영,노인여가복지시설,인천광역시 계양구 길마로11번길 3,,,
효성2동경로당,노인여가복지시설,인천광역시 계양구 마장로522번길 1,,,
효성2동중앙경로당,노인여가복지시설,인천광역시 계양구 아나지로179번길 11,,,
효성2동새사미,노인여가복지시설,인천광역시 계양구 봉오대로 441,,,
경남1차,노인여가복지시설,인천광역시 계양구 봉오대로463번길 17,,,
경남2차,노인여가복지시설,인천광역시 계양구 봉오대로463번길 7,,,
금호어울림,노인여가복지시설,인천광역시 계양구 아나지로198번길 11,,,
뉴서울3차,노인여가복지시설,인천광역시 계양구 새벌로 88,,,
뉴서울5차,노인여가복지시설,인천광역시 계양구 아나지로 199,,,
뉴서울6차,노인여가복지시설,인천광역시 계양구 아나지로198번길 8,,,
신진,노인여가복지시설,인천광역시 계양구 효서로 150,,,
유승1차,노인여가복지시설,인천광역시 계양구 아나지로197번길 9,,,
유승2차,노인여가복지시설,인천광역시 계양구 새풀로 27,,,
태산,노인여가복지시설,인천광역시 계양구 봉오대로477번길 20,,,
풍림,노인여가복지시설,인천광역시 계양구 아나지로213번길 22,,,
하나,노인여가복지시설,인천광역시 계양구 봉오대로463번길 12,,,
현대4차,노인여가복지시설,인천광역시 계양구 새벌로112번길 12,,,
선경스카이뷰,노인여가복지시설,인천광역시 계양구 아나지로 103-2,,,
계산1동중앙경로당,노인여가복지시설,인천광역시 계양구 계산천동로19번길 11,,,
계산1동부내경로당,노인여가복지시설,인천광역시 계양구 계산로 50,,,
서해그린2차,노인여가복지시설,인천광역시 계양구 계산로 18-1,,,
서해그린3차,노인여가복지시설,인천광역시 계양구 주부토로501번길 26,,,
신도브래뉴,노인여가복지시설,인천광역시 계양구 계양대로 215,,,
삼천리열망,노인여가복지시설,인천광역시 계양구 주부토로 507,,,
한미,노인여가복지시설,인천광역시 계양구 어사대로 9번길 5,,,
계산2동경로당,노인여가복지시설,인천광역시 계양구 계수로5번길 12,,,
계산2동안남경로당,노인여가복지시설,인천광역시 계양구 계양산로42번길 18,,,
안산경로당,노인여가복지시설,인천광역시 계양구 임학서로21번길 10-3,,,
극동,노인여가복지시설,인천광역시 계양구 하느재로19번길 8,,,
삼환1차,노인여가복지시설,인천광역시 계양구 하느재로 15,,,
삼환2차,노인여가복지시설,인천광역시 계양구 경명대로1045번길 21-12,,,
지산그라띠아,노인여가복지시설,인천광역시 계양구 경명대로1045번길 9-9,,,
계양산파크트루엘,노인여가복지시설,인천광역시 계양구 경명대로1045번길 31,,,
계산3동경로당,노인여가복지시설,인천광역시 계양구 계산새로5번길 10,,,
동남,노인여가복지시설,인천광역시 계양구 주부토로532번길 38,,,
"삼보1,2차",노인여가복지시설,인천광역시 계양구 주부토로 528,,,
삼보3차,노인여가복지시설,인천광역시 계양구 경명대로 1126,,,
영남,노인여가복지시설,인천광역시 계양구 주부토로532번길 52,,,
인정프린스,노인여가복지시설,인천광역시 계양구 계산새로5번길 14,,,
주공,노인여가복지시설,인천광역시 계양구 경명대로1142번길 3,,,
태산1차,노인여가복지시설,인천광역시 계양구 계산새로33번길 26,,,
태평,노인여가복지시설,인천광역시 계양구 주부토로532번길 42,,,
팬더1차,노인여가복지시설,인천광역시 계양구 경명대로1142번길 7,,,
팬더2차,노인여가복지시설,인천광역시 계양구 경명대로1142번길 15,,,
하나,노인여가복지시설,인천광역시 계양구 경명대로1114번길 6,,,
한국,노인여가복지시설,인천광역시 계양구 주부토로 538,,,
현대,노인여가복지시설,인천광역시 계양구 계산로 171,,,
은행마을강북,노인여가복지시설,인천광역시 계양구 계산새로 108,,,
은행마을삼보,노인여가복지시설,인천광역시 계양구 계산새로 108,,,
은행마을아주,노인여가복지시설,인천광역시 계양구 용종로 26,,,
은행마을태산,노인여가복지시설,인천광역시 계양구 오조산로62번길 10,,,
은행마을태평,노인여가복지시설,인천광역시 계양구 용종로 26,,,
용종마을중앙,노인여가복지시설,인천광역시 계양구 계양문화로 141,,,
용종마을신대진,노인여가복지시설,인천광역시 계양구 용종로 97,,,
초정마을동아,노인여가복지시설,인천광역시 계양구 계산새로 109,,,
"초정마을두산,쌍용",노인여가복지시설,인천광역시 계양구 계양문화로 142,,,
초정마을하나,노인여가복지시설,인천광역시 계양구 계양문화로 168,,,
코아루,노인여가복지시설,인천광역시 계양구 계양문화로 119,,,
작전1동경로당,노인여가복지시설,인천광역시 계양구 효서로 307,,,
뉴서울1차,노인여가복지시설,인천광역시 계양구 봉오대로744번길 7,,,
뉴서울2차,노인여가복지시설,인천광역시 계양구 장제로743번길 14,,,
동보1차,노인여가복지시설,인천광역시 계양구 주부토로363번길 27,,,
동보2차,노인여가복지시설,인천광역시 계양구 장제로663번길 13,,,
무지개,노인여가복지시설,인천광역시 계양구 봉오대로744번길 4,,,
삼보,노인여가복지시설,인천광역시 계양구 주부토로472번길 36,,,
삼우,노인여가복지시설,인천광역시 계양구 주부토로472번길 33,,,
삼천리3차,노인여가복지시설,인천광역시 계양구 주부토로 470,,,
선우,노인여가복지시설,인천광역시 계양구 주부토로472번길 51,,,
신진,노인여가복지시설,인천광역시 계양구 봉오대로744번길 17,,,
우림카이저팰리스,노인여가복지시설,인천광역시 계양구 아나지로 332,,,
우영,노인여가복지시설,인천광역시 계양구 봉오대로686번길 9,,,
유호,노인여가복지시설,인천광역시 계양구 주부토로363번길 4,,,
풍림아이원,노인여가복지시설,인천광역시 계양구 효서로 324,,,
한국,노인여가복지시설,인천광역시 계양구 봉오대로743번길 9,,,
한신,노인여가복지시설,인천광역시 계양구 효서로 284,,,
한아름,노인여가복지시설,인천광역시 계양구 봉오대로743번길 25,,,
현대1차,노인여가복지시설,인천광역시 계양구 봉오대로743번길 8,,,
작전2동경로당,노인여가복지시설,인천광역시 계양구 계산로126번길 33,,,
미도,노인여가복지시설,인천광역시 계양구 아나지로299번길 17,,,
코오롱,노인여가복지시설,인천광역시 계양구 봉오대로691번길 4,,,
한양,노인여가복지시설,인천광역시 계양구 계양대로120번길 10,,,
한화,노인여가복지시설,인천광역시 계양구 계산로126번길 27,,,
현대3차,노인여가복지시설,인천광역시 계양구 주부토로413번길 18,,,
우남푸르미아,노인여가복지시설,인천광역시 계양구 봉오대로 671,,,
작전역서해그랑블,노인여가복지시설,인천광역시 계양구 아나지로247번길 22,,,
까치마을,노인여가복지시설,인천광역시 계양구 효서로354번길 6,,,
서운동경로당,노인여가복지시설,"인천광역시 계양구 효서로423, B동 B01호",,,
광명11차,노인여가복지시설,인천광역시 계양구 효서로341번길 5,,,
까치마을한진태화,노인여가복지시설,인천광역시 계양구 효서로 393,,,
도두리마을대동,노인여가복지시설,인천광역시 계양구 도두리로 74,,,
도두리마을동보,노인여가복지시설,인천광역시 계양구 도두리로 52,,,
동남롯데,노인여가복지시설,인천광역시 계양구 도두리로 62,,,
현광,노인여가복지시설,인천광역시 계양구 아나지로 388,,,
현대2-1차,노인여가복지시설,인천광역시 계양구 효서로 381,,,
대신은영,노인여가복지시설,인천광역시 계양구 아나지로411번길 4-3,,,
현대2-2차,노인여가복지시설,인천광역시 계양구 효서로 381,,,
계양임광그대가,노인여가복지시설,인천광역시 계양구 효서로 417,,,
경남아너스빌,노인여가복지시설,인천광역시 계양구 서운동 살라리로 21,,,
계양효성해링턴플레이스,노인여가복지시설,인천광역시 계양구 서운로 34,,,
갈현동경로당,노인여가복지시설,인천광역시 계양구 학고개길 2-1,,,
다남동경로당,노인여가복지시설,인천광역시 계양구 역골로119번길 26-9,,,
선주지동경로당,노인여가복지시설,인천광역시 계양구 선주로34번길 16,,,
오류동경로당,노인여가복지시설,인천광역시 계양구 오류북길 1,,,
이화동경로당,노인여가복지시설,인천광역시 계양구 이화남로 134,,,
장기동경로당,노인여가복지시설,인천광역시 계양구 황어로134번길 15-1,,,
박촌중앙경로당,노인여가복지시설,인천광역시 계양구 장제로1017번길 24,,,
이화진등마을경로당,노인여가복지시설,인천광역시 계양구 황어로255번길 29,,,
둑실동경로당,노인여가복지시설,인천광역시 계양구 둑실안길 19,,,
목상동경로당,노인여가복지시설,인천광역시 계양구 목상길 68-16,,,
박촌동경로당,노인여가복지시설,인천광역시 계양구 장제로 1000,,,
계양1동경로당,노인여가복지시설,인천광역시 계양구 장기서로 8,,,
신동아,노인여가복지시설,인천광역시 계양구 황어로 115번길 10,,,
아주,노인여가복지시설,인천광역시 계양구 장제로995번길 42,,,
한화꿈에그린,노인여가복지시설,인천광역시 계양구 동양로 10,,,
이화동파밀리에,노인여가복지시설,인천광역시 계양구 황어로 139,,,
박촌휴먼시아,노인여가복지시설,인천광역시 계양구 장제로1025번길 20,,,
계양1차하우스토리,노인여가복지시설,인천광역시 계양구 서부간선로 290,,,
한양수자인,노인여가복지시설,인천광역시 계양구 장제로 1004,,,
계양2차하우스토리,노인여가복지시설,인천광역시 계양구 장제로995번길 18,,,
병방동경로당,노인여가복지시설,인천광역시 계양구 장제로920번길 35,,,
임학경로당,노인여가복지시설,인천광역시 계양구 화산로3,,,
신명진달래1차,노인여가복지시설,인천광역시 계양구 병방시장로61번길 4,,,
신명진달래2차,노인여가복지시설,인천광역시 계양구 병방시장로61번길 12,,,
아주,노인여가복지시설,인천광역시 계양구 장제로927번길 15,,,
한국,노인여가복지시설,인천광역시 계양구 임학안로6번길 23,,,
한성,노인여가복지시설,인천광역시 계양구 장제로933번길 10,,,
학마을서원,노인여가복지시설,인천광역시 계양구 용종로 123,,,
학마을서해,노인여가복지시설,인천광역시 계양구 장제로 878,,,
학마을영남,노인여가복지시설,인천광역시 계양구 장제로 878,,,
학마을한진,노인여가복지시설,인천광역시 계양구 용종로 124,,,
계양하늘채파크포레,노인여가복지시설,인천광역시 계양구 박촌로 19,,,
귤현동 경로당,노인여가복지시설,인천광역시 계양구 귤현길 3-1,,,
