시설명,시설종류,주소,위도,경도,정원(명)
행복드림요양원,노인의료복지시설,"인천광역시 미추홀구 인주대로 495, 5층 (주안동)",37.45090942,126.6918313,9
행복드림요양원2,노인의료복지시설,"인천광역시 미추홀구 인주대로 495, 4층 (주안동)",37.45090942,126.6918313,9
제일요양원,노인의료복지시설,"인천광역시 미추홀구 학익소로 19, B1,2,5~7층 (학익동)",37.44548374,126.6689827,80
예사랑요양원,노인의료복지시설,인천광역시 미추홀구 미추로 1 (숭의동),37.46030261,126.6478681,55
주안요양원,노인의료복지시설,"인천광역시 미추홀구 석바위로 68, 601호 (주안동, 주안필프라자)",37.46085744,126.6806235,34
효담채요양원,노인의료복지시설,인천광역시 미추홀구 경인로 109 (숭의동),37.46648688,126.6546836,80
믿음요양원,노인의료복지시설,"인천광역시 미추홀구 매소홀로 507, 3층 (문학동, 스카이빌딩)",37.43967891,126.6786527,39
세심요양원,노인의료복지시설,인천광역시 미추홀구 경인로 270-1 (도화동),37.46199148,126.6712693,95
인하요양원,노인의료복지시설,인천광역시 미추홀구 한나루로456번길 8 (학익동),37.4472043,126.668078,89
참사랑요양원,노인의료복지시설,인천광역시 미추홀구 주안로 157-1 (주안동),37.46392981,126.6873702,49
성심요양원,노인의료복지시설,"인천광역시 미추홀구 미추홀대로657번길 1, 2층 (주안동)",37.4560139,126.6797616,46
포도나무요양원,노인의료복지시설,"인천광역시 미추홀구 주승로 22, 2층 (학익동)",37.44365373,126.6727799,15
생명수요양원,노인의료복지시설,인천광역시 미추홀구 인하로 193 (주안동),37.4489507,126.6694842,41
주안하주요양원,노인의료복지시설,인천광역시 미추홀구 경인로435번길 23 (주안동),37.45915485,126.6885723,41
자미원요양원,노인의료복지시설,인천광역시 미추홀구 참외전로 341 (숭의동),37.4664822,126.6521062,29
도화요양원,노인의료복지시설,"인천광역시 미추홀구 한나루로 604, 10층 (도화동, 롯데월드타워)",37.45984908,126.6729642,68
미추홀효요양원,노인의료복지시설,"인천광역시 미추홀구 경원대로864번길 10, 3층 4층 (주안동)",37.45956503,126.6902005,45
센트럴힐링요양원,노인의료복지시설,"인천광역시 미추홀구 한나루로 432, 4층 (학익동, 성원빌딩)",37.44570328,126.6666593,9
매화요양원,노인의료복지시설,인천광역시 미추홀구 제물량로4번길 34-33 (숭의동),37.46216188,126.6401043,42
해피하우스요양원,노인의료복지시설,"인천광역시 미추홀구 학익소로61번길 21-11, 2층 (학익동)",37.44298848,126.6711091,25
The 숲 요양원,노인의료복지시설,인천광역시 미추홀구 미추로 53 (숭의동),37.46466676,126.6457359,49
지안요양원,노인의료복지시설,"인천광역시 미추홀구 석정로 409, 1층, 3~6층 (주안동)",37.46713129,126.6809692,99
진요양원,노인의료복지시설,"인천광역시 미추홀구 학익소로 67, 7층 (학익동, 신세계빌딩)",37.44171042,126.6707648,9
라라요양원,노인의료복지시설,인천광역시 미추홀구 경원대로652번길 19-15 (관교동),37.44210368,126.6939521,60
수림재활요양원,노인의료복지시설,"인천광역시 미추홀구 경인로 321 (도화동, 수림빌딩)",37.45928897,126.6759889,99
인천수봉요양원,노인의료복지시설,인천광역시 미추홀구 수봉북로 28 (도화동),37.46326625,126.6633084,99
사랑품은 요양원,노인의료복지시설,"인천광역시 미추홀구 토금남로 2, 704호 (용현동, 노블레스빌딩)",37.45289894,126.632915,24
보금자리요양원,노인의료복지시설,"인천광역시 미추홀구 한나루로 604, 908호 (도화동, 롯데월드타워)",37.45984908,126.6729642,14
다온요양원,노인의료복지시설,인천광역시 미추홀구 매소홀로 490 (학익동),37.43926525,126.6766694,63
힘찬실버요양원,노인의료복지시설,인천광역시 미추홀구 경인로33번길 22 (숭의동),37.46492667,126.6466303,49
수봉요양원,노인의료복지시설,"인천광역시 미추홀구 수봉남로6번길 52-10, 2층 (용현동, 대진아파트)",37.4555027,126.6585015,16
한가족재활요양원,노인의료복지시설,"인천광역시 미추홀구 수봉북로12번길 28, 1층 (도화동)",37.46503188,126.6619557,29
숭의요양원,노인의료복지시설,인천광역시 미추홀구 경인로 42 (숭의동),37.46410079,126.6479805,49
그린2요양원,노인의료복지시설,"인천광역시 미추홀구 주안로213번길 10-1, 7층 (주안동)",37.46388213,126.6939349,9
그린1요양원,노인의료복지시설,"인천광역시 미추홀구 주안로213번길 10-1, 6층 (주안동)",37.46388213,126.6939349,9
(인천)에벤에셀요양원,노인의료복지시설,"인천광역시 미추홀구 아암대로29번길 48, 301호,204-5호 (용현동)",37.45711259,126.6390546,61
가람요양원,노인의료복지시설,"인천광역시 미추홀구 매소홀로 81-1, 6층 (용현동)",37.4491909,126.6347668,9
경인노인요양공동생활가정,노인의료복지시설,"인천광역시 미추홀구 석정로 411, 5층 (주안동)",37.46693467,126.6813625,9
대한어머니회재가노인지원서비스센터,재가노인복지시설,"인천광역시 미추홀구 독배로 443, 2층 280호 (숭의동, 삼화복합빌딩)",37.4588359,126.6481512,재가서비스
인천재가노인지원서비스센터,재가노인복지시설,인천광역시 미추홀구 매소홀로386번길 32 (학익동),37.43863229,126.6645458,재가서비스
주안노인복지센터,재가노인복지시설,인천광역시 미추홀구 주승로 129 (주안동),37.44579636,126.6847222,56
연세재활주야간보호센터,재가노인복지시설,"인천광역시 미추홀구 구월로 17, 8층 (주안동)",37.45798834,126.6923315,72
효담채주야간보호센터,재가노인복지시설,인천광역시 미추홀구 경인로 313-1 (도화동),37.45966158,126.6754812,42
김간호사 재활주간보호 재가복지센터,재가노인복지시설,"인천광역시 미추홀구 경인로 221, 101동 102호 (도화동, 나산아파트)",37.46523237,126.6675197,72
새봄재활주야간보호센터,재가노인복지시설,"인천광역시 미추홀구 미추홀대로614번길 3, 5층 (주안동, 씨티프라자)",37.45217768,126.6800618,18
정다운복지센터,재가노인복지시설,"인천광역시 미추홀구 소성로 329, 2층 202호 (문학동, 경진상가주택)",37.43762726,126.6839496,재가서비스
정성노인복지센터,재가노인복지시설,"인천광역시 미추홀구 신기길58번길 36, 1층 (주안동)",37.44563717,126.674722,재가서비스
인천통합복지 사회적협동조합,재가노인복지시설,"인천광역시 미추홀구 미추홀대로 516, 2층 201호 (주안동)",37.44335536,126.6791046,재가서비스
사랑드림노인복지센터,재가노인복지시설,"인천광역시 미추홀구 한나루로 548-1, A동 1층 (주안동)",37.45528619,126.6701092,재가서비스
가연노인복지센터,재가노인복지시설,"인천광역시 미추홀구 미추로 62, 3층 (숭의동)",37.46540496,126.645858,재가서비스
한빛재가복지센터,재가노인복지시설,인천광역시 미추홀구 한나루로490번길 85 (주안동),37.4503158,126.6720633,재가서비스
두리재가복지센터,재가노인복지시설,"인천광역시 미추홀구 구월로 30, 804호 (주안동, 스페이스이모션오피스텔)",37.45731233,126.6933794,재가서비스
행복재가노인복지센터,재가노인복지시설,"인천광역시 미추홀구 소성로 173, 203호 (학익동)",37.44170403,126.6677391,재가서비스
예사랑재가노인복지센터,재가노인복지시설,"인천광역시 미추홀구 매소홀로535번길 8-1, 102호 (문학동)",37.43922991,126.681374,재가서비스
고운재가요양센터,재가노인복지시설,인천광역시 미추홀구 한나루로501번길 15 (용현동),37.45186298,126.6663221,재가서비스
신경인재활주간보호센터,재가노인복지시설,"인천광역시 미추홀구 경원대로 865, 메디프렌드 주안센터동 4층 (주안동)",37.46005415,126.6891204,44
고은재가복지센터,재가노인복지시설,"인천광역시 미추홀구 경인로 120, 2층 19-1호 (숭의동)",37.46593362,126.6559052,재가서비스
수정노인복지센터,재가노인복지시설,"인천광역시 미추홀구 인주대로 405-1, 2층 (주안동)",37.45152778,126.6817304,재가서비스
부모사랑요양센터,재가노인복지시설,인천광역시 미추홀구 인하로367번길 16 (주안동),37.448992,126.6893248,재가서비스
시잡인재가복지센터,재가노인복지시설,인천광역시 미추홀구 인하로 385 (주안동),37.44832667,126.6911718,재가서비스
태양노인주야간보호센터,재가노인복지시설,"인천광역시 미추홀구 독배로 494, 2층 (숭의동)",37.46173239,126.6443383,70
소망재가노인복지센터,재가노인복지시설,"인천광역시 미추홀구 연송로86번길 64-14, 102호 (도화동)",37.47789327,126.6551518,재가서비스
온유한재가복지센터,재가노인복지시설,"인천광역시 미추홀구 인주대로 93-63, 202호 (용현동)",37.45773307,126.6476395,재가서비스
인천어르신재가복지센터,재가노인복지시설,"인천광역시 미추홀구 연송로 59, 1층 1호 (도화동)",37.47751781,126.656507,재가서비스
가가호호노인복지센터,재가노인복지시설,"인천광역시 미추홀구 구월로19번길 6-37, 가동 5호 (주안동, 한성상가)",37.45805219,126.6938449,재가서비스
어르신을부탁해 방문요양센터,재가노인복지시설,"인천광역시 미추홀구 학익소로 55, 202호 (학익동, 청솔빌딩)",37.44280267,126.6705855,재가서비스
더나은재가복지센터,재가노인복지시설,"인천광역시 미추홀구 주승로 22, 106호 (학익동, 정진프라자)",37.44365373,126.6727799,재가서비스
지안노인주간보호센터,재가노인복지시설,"인천광역시 미추홀구 석정로 409, 202호 (주안동, 동아프라자)",37.46713129,126.6809692,23
효방문요양센터,재가노인복지시설,"인천광역시 미추홀구 석정로 303, 1층 2호 (도화동)",37.46815199,126.6692532,재가서비스
팔팔한재가복지센터,재가노인복지시설,"인천광역시 미추홀구 인하로 446, 1층 101호 (관교동, 삼환아파트 상가동)",37.44435212,126.6962105,재가서비스
아리아케어 방문요양 미추홀 주안센터,재가노인복지시설,인천광역시 미추홀구 한나루로586번길 80 (주안동),37.45778874,126.676332,재가서비스
희망나눔재가노인복지센터,재가노인복지시설,"인천광역시 미추홀구 토금중로40번길 25, 2층 (용현동)",37.45158148,126.6370845,재가서비스
해사랑재가복지센터,재가노인복지시설,"인천광역시 미추홀구 독정이로100번길 13, 2층 (숭의동)",37.46460136,126.6511019,재가서비스
주안愛노인복지센터,재가노인복지시설,"인천광역시 미추홀구 인주대로470번길 9, 101호 (주안동)",37.45032517,126.6888604,재가서비스
소울노인복지센터,재가노인복지시설,"인천광역시 미추홀구 석정로324번길 14, 1층 (도화동)",37.46711224,126.6711934,재가서비스
한마음복지센터,재가노인복지시설,"인천광역시 미추홀구 인주대로 162, 603호 (용현동, 삼성빌딩)",37.45590088,126.6549397,재가서비스
가희노인복지센터,재가노인복지시설,"인천광역시 미추홀구 문학길 38, 101호 (문학동, 대산주택)",37.43683555,126.680969,재가서비스
새보미재가노인복지센터,재가노인복지시설,"인천광역시 미추홀구 독배로 443, 240호,241호 (숭의동, 삼화복합빌딩)",37.4588359,126.6481512,재가서비스
성운복지용구,재가노인복지시설,인천광역시 미추홀구 한나루로411번길 82-38 (학익동),37.44684189,126.6608344,재가서비스
푸른솔재가노인복지센터,재가노인복지시설,"인천광역시 미추홀구 경원대로696번길 12, 1층 (관교동)",37.44467132,126.6908806,재가서비스
신기의료기(인천점),재가노인복지시설,"인천광역시 미추홀구 인주대로 194, 1층 (용현동)",37.45498997,126.6582643,복지용구사업소
하임재가복지센터,재가노인복지시설,"인천광역시 미추홀구 인하로406번길 30, 1층 102호 (관교동)",37.44606855,126.6917229,재가서비스
백암시니어복지센터,재가노인복지시설,"인천광역시 미추홀구 매소홀로418번길 14-57, 다동 1~3층 (학익동)",37.43866722,126.6668301,63
조은재가복지센터,재가노인복지시설,"인천광역시 미추홀구 경원대로821번길 58, 1층 (주안동)",37.45608218,126.6862039,재가서비스
세종재가복지센터,재가노인복지시설,"인천광역시 미추홀구 미추홀대로 532, 2층 (주안동)",37.44486893,126.6791231,재가서비스
희망재가센터,재가노인복지시설,"인천광역시 미추홀구 수봉로 41, 지하1층 (숭의동)",37.46267233,126.6572677,재가서비스
(재활)도울주야간보호센터,재가노인복지시설,"인천광역시 미추홀구 경인로 433, 10층 1001호 (주안동)",37.45823827,126.6884075,42
한방재활주간보호센터,재가노인복지시설,"인천광역시 미추홀구 미추홀대로 707, 4층 (주안동)",37.46052744,126.6798378,54
인일휴노인복지센터,재가노인복지시설,"인천광역시 미추홀구 토금북로11번길 20, 203호 (용현동)",37.45592766,126.6365521,재가서비스
금강방문요양센터,재가노인복지시설,"인천광역시 미추홀구 경인로42번길 81, 1층 (숭의동)",37.46081954,126.6497241,재가서비스
공감노인복지재가센터,재가노인복지시설,"인천광역시 미추홀구 토금중로 61, 상가동 202호 (용현동)",37.45173372,126.6398736,재가서비스
가히노인복지센터,재가노인복지시설,"인천광역시 미추홀구 인하로298번길 29, 상가동 203호 (주안동)",37.44660848,126.6814752,재가서비스
미추홀돌봄의집,재가노인복지시설,"인천광역시 미추홀구 경인로34번길 20, 6층 (숭의동)",37.46303566,126.6472695,48
햇살재가복지센터,재가노인복지시설,"인천광역시 미추홀구 경원대로640번길 20-7, 102호 (관교동)",37.44093701,126.6949495,재가서비스
돌보미재가복지센터,재가노인복지시설,"인천광역시 미추홀구 경원대로 890, B11호 (주안동, 보미 리즌빌)",37.46215949,126.6902375,재가서비스
공감재가센터,재가노인복지시설,인천광역시 미추홀구 석정로 375 (주안동),37.4673168,126.6771877,재가서비스
이원건강의료기 인천보훈점,재가노인복지시설,"인천광역시 미추홀구 인주대로132번길 14, 1층 (용현동)",37.45571564,126.6517815,복지용구사업소
사랑나눔 노인복지센터,재가노인복지시설,"인천광역시 미추홀구 미추홀대로646번길 70, 102호 (주안동)",37.45477954,126.6839851,재가서비스
그린 재가노인복지센터,재가노인복지시설,"인천광역시 미추홀구 주안로 226, 중심상가동 202호 (주안동, 주안더월드스테이트1트단지)",37.46300627,126.6952992,재가서비스
가람노인복지센터,재가노인복지시설,"인천광역시 미추홀구 인주대로266번길 28-6, 101호 (용현동)",37.45167033,126.665169,재가서비스
100세누리 방문요양센터,재가노인복지시설,"인천광역시 미추홀구 주승로 229, 204호 (관교동, 쌍용A 상가)",37.44276692,126.6946851,재가서비스
인화 재가노인복지센터,재가노인복지시설,"인천광역시 미추홀구 인주대로252번길 28, 102호 (용현동)",37.45198638,126.6637945,재가서비스
비타민 재가노인복지센터,재가노인복지시설,"인천광역시 미추홀구 한나루로 400, 167호 (학익동)",37.44351498,126.6649652,재가서비스
평화노인복지센터,재가노인복지시설,"인천광역시 미추홀구 주안로 40, 201호 (주안동, 앙상블1차)",37.46397482,126.6740162,재가서비스
봄봄재가복지센터,재가노인복지시설,인천광역시 미추홀구 미추홀대로 636 (주안동),37.45403034,126.6801309,재가서비스
천사랑 방문요양센터,재가노인복지시설,"인천광역시 미추홀구 경원대로833번길 25-1, 102호 (주안동)",37.45706446,126.6877694,재가서비스
인천간호센터,재가노인복지시설,"인천광역시 미추홀구 석정로 6, 2층 (숭의동, 인천한방병원)",37.46028518,126.6420936,재가서비스
행복드림 어르신주야간보호센터,재가노인복지시설,"인천광역시 미추홀구 주안로 86, 301호 (주안동, 우신빌딩)",37.46385022,126.6792217,55
이음실버케어센터,재가노인복지시설,"인천광역시 미추홀구 미추홀대로697번길 22, 425호,426호 (주안동, 롯데하이텔)",37.4599399,126.6785806,30
나섬재가복지센터,재가노인복지시설,"인천광역시 미추홀구 염전로128번길 46, 1층 (도화동)",37.47807983,126.6555412,재가서비스
보훈복지용구,재가노인복지시설,"인천광역시 미추홀구 인주대로 141, 101호 (용현동)",37.45669209,126.6528618,복지용구사업소
미추홀재가노인지원서비스센터,재가노인복지시설,인천광역시 미추홀구 염창로 97 (주안동),37.46559847,126.6849558,재가서비스
굿모닝인천 데이케어센터,재가노인복지시설,"인천광역시 미추홀구 석정로 433, 202호 (주안동, 영일빌딩)",37.4667456,126.6836647,38
가은재가복지센터,재가노인복지시설,"인천광역시 미추홀구 경인로 372 (주안동, 아인애비뉴 2층 2150호)",37.4580182,126.6811632,재가서비스
보람방문요양센터,재가노인복지시설,"인천광역시 미추홀구 경인로 354, 4층 (주안동)",37.45828531,126.6791157,재가서비스
바른방문요양센터,재가노인복지시설,"인천광역시 미추홀구 주승로 216-14, 102호 (관교동)",37.44348982,126.6931266,재가서비스
디엠디케이 복지센터,재가노인복지시설,"인천광역시 미추홀구 구월로37번길 46, 3층 (주안동)",37.45950428,126.6941699,재가서비스
시온재가장기요양센터,재가노인복지시설,"인천광역시 미추홀구 동주길67번길 8-2, 1층 101호 (주안동)",37.45448918,126.6844036,재가서비스
미추홀재가방문요양센터,재가노인복지시설,"인천광역시 미추홀구 신기길30번길 34, 1층 (주안동)",37.44685597,126.6746892,재가서비스
성문재가노인복지센터,재가노인복지시설,"인천광역시 미추홀구 한나루로490번길 9, 1층 (주안동)",37.45059151,126.6679019,재가서비스
한사랑노인복지센터,재가노인복지시설,"인천광역시 미추홀구 미추홀대로578번길 26, 1층 (주안동)",37.44876812,126.6812778,재가서비스
샬롬재가노인복지센터,재가노인복지시설,"인천광역시 미추홀구 독정이로9번길 64, 107호 (용현동)",37.45708925,126.6512374,재가서비스
효담재가복지센터,재가노인복지시설,"인천광역시 미추홀구 매소홀로 262, 제13층 13014호 (학익동, 시티필드)",37.44425946,126.6524737,재가서비스
구구팔팔재가복지센터,재가노인복지시설,"인천광역시 미추홀구 길파로35번길 30, 101호 (주안동)",37.46928549,126.678039,재가서비스
두드림노인복지센터,재가노인복지시설,"인천광역시 미추홀구 주승로 229, 상가동 105호 (관교동)",37.44276692,126.6946851,재가서비스
나눔과기쁨 노인복지센터,재가노인복지시설,"인천광역시 미추홀구 능해길 70, 2층 (용현동)",37.45807347,126.641142,재가서비스
해찬방문노인복지센터,재가노인복지시설,"인천광역시 미추홀구 주승로 247, 203호 (관교동, 동부아파트상가)",37.44129096,126.6956246,재가서비스
케어닥 방문요양돌봄센터 용현파트너점,재가노인복지시설,"인천광역시 미추홀구 낙섬중로 129, 상가4동 206호 (용현동, 엘에이치미추홀3단지)",37.4582401,126.6427291,재가서비스
온맘케어 재가복지센터,재가노인복지시설,"인천광역시 미추홀구 소성로 333, 3층 (문학동)",37.43760258,126.6842562,재가서비스
아가페노인복지센터,재가노인복지시설,"인천광역시 미추홀구 경인로 422-1, 201호 (주안동)",37.45780329,126.6869847,재가서비스
한가족재활주간보호센터,재가노인복지시설,"인천광역시 미추홀구 수봉북로12번길 28, 4층 (도화동)",37.46503188,126.6619557,17
케어블 커뮤니티케어 인천 미추홀점,재가노인복지시설,"인천광역시 미추홀구 경인로 33, 2층 (숭의동, 행복아파트)",37.46399176,126.6467421,36
효신노인복지센터,재가노인복지시설,인천광역시 미추홀구 비룡길78번길 4-21 (용현동),37.45407042,126.65338,재가서비스
하림재가복지센터,재가노인복지시설,인천광역시 미추홀구 경인로252번안길 27-1 (도화동),37.46241677,126.667825,재가서비스
대교뉴이프 데이케어센터 인천미추홀센터,재가노인복지시설,"인천광역시 미추홀구 매소홀로 442, 2층 (학익동, 인천향교회관)",37.43953362,126.6710362,35
선 재가노인복지센터,재가노인복지시설,"인천광역시 미추홀구 신기길72번길 57, 2동 101호 (주안동, 대성씨티빌)",37.44458647,126.6734984,재가서비스
즐거운복지센터,재가노인복지시설,"인천광역시 미추홀구 학익소로37번길 22, 201호 (주안동)",37.44448639,126.6715905,재가서비스
장수재가복지센터,재가노인복지시설,"인천광역시 미추홀구 인하로209번길 10, 1층 1호 (주안동)",37.4491259,126.6715005,재가서비스
카네이션재가복지센터 (주)카네이션토탈케어,재가노인복지시설,"인천광역시 미추홀구 주안로 108, 201호 (주안동)",37.46366077,126.6817327,재가서비스
인천사회복지센터,재가노인복지시설,"인천광역시 미추홀구 주안로 12, 201호 (도화동)",37.4637304,126.6709999,재가서비스
효원 재가복지센터,재가노인복지시설,"인천광역시 미추홀구 주승로 99, 1층 (주안동)",37.44509974,126.6814451,재가서비스
좋은아침간호센터,재가노인복지시설,"인천광역시 미추홀구 토금북로11번길 20, 304호 (용현동, 정다운오피스텔)",37.45592766,126.6365521,재가서비스
장수노인복지센터,재가노인복지시설,"인천광역시 미추홀구 주안로205번길 20, 3층 (주안동)",37.46440278,126.6929463,재가서비스
건강재활주간보호센터,재가노인복지시설,"인천광역시 미추홀구 매소홀로 482, 201호 (학익동)",37.43927001,126.6755116,51
주안돌봄 재가노인복지센터,재가노인복지시설,"인천광역시 미추홀구 미추홀대로626번길 51, 1층 (주안동)",37.45320779,126.6828336,재가서비스
두손모아 재가복지센터,재가노인복지시설,"인천광역시 미추홀구 인주대로407번길 71, 1층 (주안동)",37.45465415,126.6818823,재가서비스
수 재가복지센터,재가노인복지시설,"인천광역시 미추홀구 재넘이길9번길 61, 1층 (학익동)",37.4446338,126.6648821,재가서비스
백세재가복지센터,재가노인복지시설,"인천광역시 미추홀구 인주대로408번길 16, 1층 (주안동)",37.45042534,126.6816113,재가서비스
경인실버복지센터,재가노인복지시설,"인천광역시 미추홀구 소성로350번길 53, 1층 (문학동)",37.43491878,126.6859318,재가서비스
우슬재가노인복지센터,재가노인복지시설,"인천광역시 미추홀구 미추홀대로586번길 51, 1층 (주안동)",37.4494451,126.682773,재가서비스
좋은 이웃 재가 복지센터,재가노인복지시설,"인천광역시 미추홀구 매소홀로561번길 3-21, 102호 (문학동)",37.43917286,126.6840874,재가서비스
학익주야간보호센터,재가노인복지시설,"인천광역시 미추홀구 학익소로23번길 1, 2층 (학익동)",37.44526712,126.6694258,35
경인노인주야간보호센터,재가노인복지시설,"인천광역시 미추홀구 석정로 411, 5층 (주안동)",37.46693467,126.6813625,34
이레재가복지센터,재가노인복지시설,"인천광역시 미추홀구 경원대로 882, 205호 (주안동)",37.46132153,126.6899169,재가서비스
온케어 재가복지센터,재가노인복지시설,"인천광역시 미추홀구 능해길 12, 205호 (용현동)",37.45932019,126.6383925,재가서비스
힘찬재활주간보호센터,재가노인복지시설,"인천광역시 미추홀구 주안로 115, 5층 (주안동)",37.46422654,126.6825809,54
봄날 복지용구,재가노인복지시설,"인천광역시 미추홀구 낙섬중로 68, 102호 (용현동)",37.45380291,126.6393195,복지용구사업소
푸름재가노인복지센터,재가노인복지시설,"인천광역시 미추홀구 인주대로251번길 76-3, 1층 101호 (주안동, 삼성탑스빌)",37.45463847,126.6681197,재가서비스
미추홀노인복지관,노인여가복지시설,인천광역시 미추홀구 학익소로37번길 17(주안동),37.445117,126.67107,0
용현노인문화센터,노인여가복지시설,인천광역시 미추홀구 인하로77번길 38,37.452716,126.65789,0
주안노인문화센터,노인여가복지시설,인천광역시 미추홀구 석정로 464,37.46583,126.68735,0
관교노인복지관,노인여가복지시설,인천광역시 미추홀구 경원대로628번길 30,37.439031,126.69673,0
미추홀구노인대학,노인여가복지시설,인천광역시 미추홀구 학익소로37번길 17(주안동),37.445087,126.671084,0
숭의1동분회경로당,노인여가복지시설,인천광역시 미추홀구 석정로 49번길 9-21(숭의동),,,
숭의3동분회경로당,노인여가복지시설,인천광역시 미추홀구 석정로 126번길 12-38(숭의동),,,
한화꿈에그린아파트경로당,노인여가복지시설,인천광역시 미추홀구 석정로 126번길 23(숭의동),,,
소성경로당,노인여가복지시설,인천광역시 미추홀구 참외전로 309-24(숭의동),,,
광해경로당,노인여가복지시설,인천광역시 미추홀구 미추로 61(숭의동),,,
육각정경로당,노인여가복지시설,인천광역시 미추홀구 독정이로45번길 25-3(숭의동),,,
숭의2동분회경로당,노인여가복지시설,인천광역시 미추홀구 미추로19번길 25(숭의동),,,
상우경로당,노인여가복지시설,인천광역시 미추홀구 경인로34번길 66(숭의동),,,
숭의4동분회경로당,노인여가복지시설,인천광역시 미추홀구 수봉로 59-1(숭의동),,,
숭인경로당,노인여가복지시설,인천광역시 미추홀구 수봉로33번길 36-18(숭의동),,,
여의실경로당,노인여가복지시설,인천광역시 미추홀구 경인로78번길 14(숭의동),,,
우리경로당,노인여가복지시설,인천광역시 미추홀구 장천로94번길 37(숭의동),,,
용현1동분회경로당,노인여가복지시설,인천광역시 미추홀구 인주대로 171번길 1(용현동),,,
용남경로당,노인여가복지시설,인천광역시 미추홀구 경인남길102번길 135(용현동),,,
수향경로당,노인여가복지시설,인천광역시 미추홀구 인주대로252번길 30(용현동),,,
수봉경로당,노인여가복지시설,인천광역시 미추홀구 수봉로130번길 7(용현동),,,
용현4동분회경로당,노인여가복지시설,인천광역시 미추홀구 인하로91번길 82(용현동),,,
향주경로당,노인여가복지시설,인천광역시 미추홀구 인하로77번길 32-18(용현동),,,
제운경로당,노인여가복지시설,인천광역시 미추홀구 인하로 174-12(용현동),,,
아리마을경로당,노인여가복지시설,"인천광역시 미추홀구 수봉남로6번길 143, 3층(용현동)",,,
용현2동분회경로당,노인여가복지시설,인천광역시 미추홀구 아암대로29번길 53-39(용현동),,,
유원아파트경로당,노인여가복지시설,인천광역시 미추홀구 낙섬중로 102(용현동),,,
동아아파트경로당,노인여가복지시설,인천광역시 미추홀구 능해길 32(용현동),,,
대진아파트경로당,노인여가복지시설,인천광역시 미추홀구 능해길46번길 38(용현동),,,
대우아파트경로당,노인여가복지시설,인천광역시 미추홀구 아암대로29번길 13(용현동),,,
용현엑슬루타워아파트경로당,노인여가복지시설,인천광역시 미추홀구 아암대로29번길 16(용현동),,,
성원상떼빌아파트경로당,노인여가복지시설,인천광역시 미추홀구 낙섬동로 104(용현동),,,
금빛경로당,노인여가복지시설,인천광역시 미추홀구 아암대로45번길 77-12(용현동),,,
미추홀퍼스트3단지아파트경로당,노인여가복지시설,인천광역시 미추홀구 낙섬중로 129(용현동),,,
미추홀퍼스트아파트경로당,노인여가복지시설,인천광역시 미추홀구 낙섬동로 135(용현동),,,
천일경로당,노인여가복지시설,인천광역시 미추홀구 독배로 427-22(용현동),,,
용현3동분회경로당,노인여가복지시설,인천광역시 미추홀구 비룡길41번길 25(용현동),,,
상이경로당,노인여가복지시설,"인천광역시 미추홀구 인주대로132번길 6, 4층(용현동)",,,
용정경로당,노인여가복지시설,인천광역시 미추홀구 인주대로153번길 22(용현동),,,
어울림경로당,노인여가복지시설,인천광역시 미추홀구 독배로382번길 39-26(용현동),,,
청솔경로당,노인여가복지시설,인천광역시 미추홀구 수봉남로17번길 40-23(용현동),,,
